raw_stem,raw_product_id,timestamp,received_date,product_type,camera_id,crop_type,camera_angle,product_id,stem,has_kizu_dakon,has_kizu_ware,has_kizu_zairyou,has_ignore_shallow,has_ignore_cutting,has_ignore_oil,has_sabi,has_unuse,is_anomaly_image,is_anomaly_product,data_block_id
344_20200825170200377,344,20200825170200377,20201005,H,2,uncrop,6,20200825170148581,20200825170148581_2_6_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,5
344_20200825170202036,344,20200825170202036,20201005,H,2,uncrop,7,20200825170148581,20200825170148581_2_7_uncrop,0,0,1,0,0,0,1,1,1.0,1.0,5
344_20200825170204250,344,20200825170204250,20201005,H,2,uncrop,8,20200825170148581,20200825170148581_2_8_uncrop,0,0,1,0,0,0,1,1,1.0,1.0,5
344_20200825170205672,344,20200825170205672,20201005,H,2,uncrop,9,20200825170148581,20200825170148581_2_9_uncrop,0,0,1,0,0,0,1,1,1.0,1.0,5
344_20200825170207338,344,20200825170207338,20201005,H,2,uncrop,10,20200825170148581,20200825170148581_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,5
344_20200825170209547,344,20200825170209547,20201005,H,2,uncrop,11,20200825170148581,20200825170148581_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,5
345_20200825170330931,345,20200825170330931,20201005,H,2,uncrop,0,20200825170330931,20200825170330931_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
345_20200825170332987,345,20200825170332987,20201005,H,2,uncrop,1,20200825170330931,20200825170330931_2_1_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
345_20200825170335795,345,20200825170335795,20201005,H,2,uncrop,2,20200825170330931,20200825170330931_2_2_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,3
345_20200825170337238,345,20200825170337238,20201005,H,2,uncrop,3,20200825170330931,20200825170330931_2_3_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,3
345_20200825170339198,345,20200825170339198,20201005,H,2,uncrop,4,20200825170330931,20200825170330931_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,3
345_20200825170341403,345,20200825170341403,20201005,H,2,uncrop,5,20200825170330931,20200825170330931_2_5_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,3
345_20200825170342836,345,20200825170342836,20201005,H,2,uncrop,6,20200825170330931,20200825170330931_2_6_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,3
345_20200825170344581,345,20200825170344581,20201005,H,2,uncrop,7,20200825170330931,20200825170330931_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
345_20200825170346788,345,20200825170346788,20201005,H,2,uncrop,8,20200825170330931,20200825170330931_2_8_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
345_20200825170348215,345,20200825170348215,20201005,H,2,uncrop,9,20200825170330931,20200825170330931_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
345_20200825170349876,345,20200825170349876,20201005,H,2,uncrop,10,20200825170330931,20200825170330931_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
345_20200825170352100,345,20200825170352100,20201005,H,2,uncrop,11,20200825170330931,20200825170330931_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
346_20200825170524563,346,20200825170524563,20201005,H,2,uncrop,0,20200825170524563,20200825170524563_2_0_uncrop,0,0,1,0,0,0,1,0,1.0,1.0,3
346_20200825170526524,346,20200825170526524,20201005,H,2,uncrop,1,20200825170524563,20200825170524563_2_1_uncrop,0,0,1,0,0,0,1,0,1.0,1.0,3
346_20200825170529327,346,20200825170529327,20201005,H,2,uncrop,2,20200825170524563,20200825170524563_2_2_uncrop,0,0,1,0,0,0,1,0,1.0,1.0,3
346_20200825170530761,346,20200825170530761,20201005,H,2,uncrop,3,20200825170524563,20200825170524563_2_3_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,3
346_20200825170532719,346,20200825170532719,20201005,H,2,uncrop,4,20200825170524563,20200825170524563_2_4_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,3
346_20200825170534927,346,20200825170534927,20201005,H,2,uncrop,5,20200825170524563,20200825170524563_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
346_20200825170536351,346,20200825170536351,20201005,H,2,uncrop,6,20200825170524563,20200825170524563_2_6_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
346_20200825170538021,346,20200825170538021,20201005,H,2,uncrop,7,20200825170524563,20200825170524563_2_7_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
346_20200825170540230,346,20200825170540230,20201005,H,2,uncrop,8,20200825170524563,20200825170524563_2_8_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
346_20200825170541663,346,20200825170541663,20201005,H,2,uncrop,9,20200825170524563,20200825170524563_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,3
346_20200825170543324,346,20200825170543324,20201005,H,2,uncrop,10,20200825170524563,20200825170524563_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,3
346_20200825170545529,346,20200825170545529,20201005,H,2,uncrop,11,20200825170524563,20200825170524563_2_11_uncrop,0,0,1,0,0,0,1,0,1.0,1.0,3
347_20200825170704112,347,20200825170704112,20201005,H,2,uncrop,0,20200825170704112,20200825170704112_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170706111,347,20200825170706111,20201005,H,2,uncrop,1,20200825170704112,20200825170704112_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170708874,347,20200825170708874,20201005,H,2,uncrop,2,20200825170704112,20200825170704112_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170710304,347,20200825170710304,20201005,H,2,uncrop,3,20200825170704112,20200825170704112_2_3_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170712264,347,20200825170712264,20201005,H,2,uncrop,4,20200825170704112,20200825170704112_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,0.0,1
347_20200825170714472,347,20200825170714472,20201005,H,2,uncrop,5,20200825170704112,20200825170704112_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170715899,347,20200825170715899,20201005,H,2,uncrop,6,20200825170704112,20200825170704112_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,0.0,1
347_20200825170717614,347,20200825170717614,20201005,H,2,uncrop,7,20200825170704112,20200825170704112_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170719797,347,20200825170719797,20201005,H,2,uncrop,8,20200825170704112,20200825170704112_2_8_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170721202,347,20200825170721202,20201005,H,2,uncrop,9,20200825170704112,20200825170704112_2_9_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170722858,347,20200825170722858,20201005,H,2,uncrop,10,20200825170704112,20200825170704112_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
347_20200825170725077,347,20200825170725077,20201005,H,2,uncrop,11,20200825170704112,20200825170704112_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,1
348_20200825170841692,348,20200825170841692,20201005,H,2,uncrop,0,20200825170841692,20200825170841692_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170843627,348,20200825170843627,20201005,H,2,uncrop,1,20200825170841692,20200825170841692_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170846424,348,20200825170846424,20201005,H,2,uncrop,2,20200825170841692,20200825170841692_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170847861,348,20200825170847861,20201005,H,2,uncrop,3,20200825170841692,20200825170841692_2_3_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170849816,348,20200825170849816,20201005,H,2,uncrop,4,20200825170841692,20200825170841692_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
348_20200825170852026,348,20200825170852026,20201005,H,2,uncrop,5,20200825170841692,20200825170841692_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170853459,348,20200825170853459,20201005,H,2,uncrop,6,20200825170841692,20200825170841692_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
348_20200825170855118,348,20200825170855118,20201005,H,2,uncrop,7,20200825170841692,20200825170841692_2_7_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,8
348_20200825170857322,348,20200825170857322,20201005,H,2,uncrop,8,20200825170841692,20200825170841692_2_8_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,8
348_20200825170858754,348,20200825170858754,20201005,H,2,uncrop,9,20200825170841692,20200825170841692_2_9_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,8
348_20200825170900416,348,20200825170900416,20201005,H,2,uncrop,10,20200825170841692,20200825170841692_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
348_20200825170902628,348,20200825170902628,20201005,H,2,uncrop,11,20200825170841692,20200825170841692_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
349_20200825171019889,349,20200825171019889,20201005,H,2,uncrop,0,20200825171019889,20200825171019889_2_0_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,9
349_20200825171021851,349,20200825171021851,20201005,H,2,uncrop,1,20200825171019889,20200825171019889_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
349_20200825171024732,349,20200825171024732,20201005,H,2,uncrop,2,20200825171019889,20200825171019889_2_2_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
349_20200825171026161,349,20200825171026161,20201005,H,2,uncrop,3,20200825171019889,20200825171019889_2_3_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
349_20200825171028123,349,20200825171028123,20201005,H,2,uncrop,4,20200825171019889,20200825171019889_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
349_20200825171030329,349,20200825171030329,20201005,H,2,uncrop,5,20200825171019889,20200825171019889_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,9
349_20200825171031752,349,20200825171031752,20201005,H,2,uncrop,6,20200825171019889,20200825171019889_2_6_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,9
349_20200825171033421,349,20200825171033421,20201005,H,2,uncrop,7,20200825171019889,20200825171019889_2_7_uncrop,1,0,0,0,1,0,1,0,1.0,1.0,9
349_20200825171035713,349,20200825171035713,20201005,H,2,uncrop,8,20200825171019889,20200825171019889_2_8_uncrop,1,0,0,0,1,0,1,0,1.0,1.0,9
349_20200825171037139,349,20200825171037139,20201005,H,2,uncrop,9,20200825171019889,20200825171019889_2_9_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,9
349_20200825171038823,349,20200825171038823,20201005,H,2,uncrop,10,20200825171019889,20200825171019889_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
349_20200825171041009,349,20200825171041009,20201005,H,2,uncrop,11,20200825171019889,20200825171019889_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
350_20200825171217601,350,20200825171217601,20201005,H,2,uncrop,0,20200825171217601,20200825171217601_2_0_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
350_20200825171219583,350,20200825171219583,20201005,H,2,uncrop,1,20200825171217601,20200825171217601_2_1_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,4
350_20200825171222380,350,20200825171222380,20201005,H,2,uncrop,2,20200825171217601,20200825171217601_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
350_20200825171223813,350,20200825171223813,20201005,H,2,uncrop,3,20200825171217601,20200825171217601_2_3_uncrop,1,0,0,0,0,0,0,0,1.0,1.0,4
350_20200825171225770,350,20200825171225770,20201005,H,2,uncrop,4,20200825171217601,20200825171217601_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
350_20200825171228003,350,20200825171228003,20201005,H,2,uncrop,5,20200825171217601,20200825171217601_2_5_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
350_20200825171229479,350,20200825171229479,20201005,H,2,uncrop,6,20200825171217601,20200825171217601_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,4
350_20200825171231098,350,20200825171231098,20201005,H,2,uncrop,7,20200825171217601,20200825171217601_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
350_20200825171233305,350,20200825171233305,20201005,H,2,uncrop,8,20200825171217601,20200825171217601_2_8_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
350_20200825171234733,350,20200825171234733,20201005,H,2,uncrop,9,20200825171217601,20200825171217601_2_9_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
350_20200825171236393,350,20200825171236393,20201005,H,2,uncrop,10,20200825171217601,20200825171217601_2_10_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
350_20200825171238600,350,20200825171238600,20201005,H,2,uncrop,11,20200825171217601,20200825171217601_2_11_uncrop,0,0,0,0,0,0,0,0,0.0,1.0,4
351_20200826125025605,351,20200826125025605,20201005,H,2,uncrop,0,20200826125025605,20200826125025605_2_0_uncrop,1,0,0,0,1,0,1,0,1.0,1.0,9
351_20200826125027682,351,20200826125027682,20201005,H,2,uncrop,1,20200826125025605,20200826125025605_2_1_uncrop,1,0,0,0,1,0,1,0,1.0,1.0,9
351_20200826125030518,351,20200826125030518,20201005,H,2,uncrop,2,20200826125025605,20200826125025605_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
351_20200826125031925,351,20200826125031925,20201005,H,2,uncrop,3,20200826125025605,20200826125025605_2_3_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
351_20200826125033939,351,20200826125033939,20201005,H,2,uncrop,4,20200826125025605,20200826125025605_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
351_20200826125036199,351,20200826125036199,20201005,H,2,uncrop,5,20200826125025605,20200826125025605_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,9
351_20200826125037628,351,20200826125037628,20201005,H,2,uncrop,6,20200826125025605,20200826125025605_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
351_20200826125039329,351,20200826125039329,20201005,H,2,uncrop,7,20200826125025605,20200826125025605_2_7_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
351_20200826125041667,351,20200826125041667,20201005,H,2,uncrop,8,20200826125025605,20200826125025605_2_8_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
351_20200826125043055,351,20200826125043055,20201005,H,2,uncrop,9,20200826125025605,20200826125025605_2_9_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
351_20200826125044715,351,20200826125044715,20201005,H,2,uncrop,10,20200826125025605,20200826125025605_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
351_20200826125046927,351,20200826125046927,20201005,H,2,uncrop,11,20200826125025605,20200826125025605_2_11_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
352_20200826125347462,352,20200826125347462,20201005,H,2,uncrop,0,20200826125347462,20200826125347462_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
352_20200826125349418,352,20200826125349418,20201005,H,2,uncrop,1,20200826125347462,20200826125347462_2_1_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
352_20200826125352208,352,20200826125352208,20201005,H,2,uncrop,2,20200826125347462,20200826125347462_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
352_20200826125353639,352,20200826125353639,20201005,H,2,uncrop,3,20200826125347462,20200826125347462_2_3_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
352_20200826125355594,352,20200826125355594,20201005,H,2,uncrop,4,20200826125347462,20200826125347462_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,9
352_20200826125357813,352,20200826125357813,20201005,H,2,uncrop,5,20200826125347462,20200826125347462_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
352_20200826125359244,352,20200826125359244,20201005,H,2,uncrop,6,20200826125347462,20200826125347462_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
352_20200826125400903,352,20200826125400903,20201005,H,2,uncrop,7,20200826125347462,20200826125347462_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
352_20200826125403120,352,20200826125403120,20201005,H,2,uncrop,8,20200826125347462,20200826125347462_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
352_20200826125404550,352,20200826125404550,20201005,H,2,uncrop,9,20200826125347462,20200826125347462_2_9_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,9
352_20200826125406300,352,20200826125406300,20201005,H,2,uncrop,10,20200826125347462,20200826125347462_2_10_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
352_20200826125408512,352,20200826125408512,20201005,H,2,uncrop,11,20200826125347462,20200826125347462_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,9
353_20200826125535238,353,20200826125535238,20201005,H,2,uncrop,0,20200826125535238,20200826125535238_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,7
353_20200826125537200,353,20200826125537200,20201005,H,2,uncrop,1,20200826125535238,20200826125535238_2_1_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,7
353_20200826125539996,353,20200826125539996,20201005,H,2,uncrop,2,20200826125535238,20200826125535238_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,7
353_20200826125541430,353,20200826125541430,20201005,H,2,uncrop,3,20200826125535238,20200826125535238_2_3_uncrop,1,0,1,1,0,0,1,0,1.0,1.0,7
353_20200826125543381,353,20200826125543381,20201005,H,2,uncrop,4,20200826125535238,20200826125535238_2_4_uncrop,1,0,1,1,0,0,1,0,1.0,1.0,7
353_20200826125545654,353,20200826125545654,20201005,H,2,uncrop,5,20200826125535238,20200826125535238_2_5_uncrop,1,0,1,1,0,0,1,0,1.0,1.0,7
353_20200826125547082,353,20200826125547082,20201005,H,2,uncrop,6,20200826125535238,20200826125535238_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,7
353_20200826125548743,353,20200826125548743,20201005,H,2,uncrop,7,20200826125535238,20200826125535238_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,7
353_20200826125550950,353,20200826125550950,20201005,H,2,uncrop,8,20200826125535238,20200826125535238_2_8_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,7
353_20200826125552383,353,20200826125552383,20201005,H,2,uncrop,9,20200826125535238,20200826125535238_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,7
353_20200826125554043,353,20200826125554043,20201005,H,2,uncrop,10,20200826125535238,20200826125535238_2_10_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,7
353_20200826125556255,353,20200826125556255,20201005,H,2,uncrop,11,20200826125535238,20200826125535238_2_11_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,7
354_20200826125728721,354,20200826125728721,20201005,H,2,uncrop,0,20200826125728721,20200826125728721_2_0_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125730764,354,20200826125730764,20201005,H,2,uncrop,1,20200826125728721,20200826125728721_2_1_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125733554,354,20200826125733554,20201005,H,2,uncrop,2,20200826125728721,20200826125728721_2_2_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125735001,354,20200826125735001,20201005,H,2,uncrop,3,20200826125728721,20200826125728721_2_3_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
354_20200826125736943,354,20200826125736943,20201005,H,2,uncrop,4,20200826125728721,20200826125728721_2_4_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
354_20200826125739160,354,20200826125739160,20201005,H,2,uncrop,5,20200826125728721,20200826125728721_2_5_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,4
354_20200826125740584,354,20200826125740584,20201005,H,2,uncrop,6,20200826125728721,20200826125728721_2_6_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
354_20200826125742257,354,20200826125742257,20201005,H,2,uncrop,7,20200826125728721,20200826125728721_2_7_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,4
354_20200826125744478,354,20200826125744478,20201005,H,2,uncrop,8,20200826125728721,20200826125728721_2_8_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125745894,354,20200826125745894,20201005,H,2,uncrop,9,20200826125728721,20200826125728721_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125747556,354,20200826125747556,20201005,H,2,uncrop,10,20200826125728721,20200826125728721_2_10_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
354_20200826125749787,354,20200826125749787,20201005,H,2,uncrop,11,20200826125728721,20200826125728721_2_11_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,4
355_20200826130207833,355,20200826130207833,20201005,H,2,uncrop,0,20200826130207833,20200826130207833_2_0_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130209796,355,20200826130209796,20201005,H,2,uncrop,1,20200826130207833,20200826130207833_2_1_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130212597,355,20200826130212597,20201005,H,2,uncrop,2,20200826130207833,20200826130207833_2_2_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130214030,355,20200826130214030,20201005,H,2,uncrop,3,20200826130207833,20200826130207833_2_3_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130215984,355,20200826130215984,20201005,H,2,uncrop,4,20200826130207833,20200826130207833_2_4_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130218194,355,20200826130218194,20201005,H,2,uncrop,5,20200826130207833,20200826130207833_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,0.0,4
355_20200826130219631,355,20200826130219631,20201005,H,2,uncrop,6,20200826130207833,20200826130207833_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,0.0,4
355_20200826130221296,355,20200826130221296,20201005,H,2,uncrop,7,20200826130207833,20200826130207833_2_7_uncrop,0,0,0,1,1,0,1,0,0.0,0.0,4
355_20200826130223558,355,20200826130223558,20201005,H,2,uncrop,8,20200826130207833,20200826130207833_2_8_uncrop,0,0,0,1,1,0,1,0,0.0,0.0,4
355_20200826130224984,355,20200826130224984,20201005,H,2,uncrop,9,20200826130207833,20200826130207833_2_9_uncrop,0,0,0,0,1,0,1,0,0.0,0.0,4
355_20200826130226648,355,20200826130226648,20201005,H,2,uncrop,10,20200826130207833,20200826130207833_2_10_uncrop,0,0,0,0,1,0,1,0,0.0,0.0,4
355_20200826130228854,355,20200826130228854,20201005,H,2,uncrop,11,20200826130207833,20200826130207833_2_11_uncrop,0,0,0,0,1,0,1,0,0.0,0.0,4
356_20200826130359561,356,20200826130359561,20201005,H,2,uncrop,0,20200826130359561,20200826130359561_2_0_uncrop,0,0,0,1,1,0,1,0,0.0,1.0,6
356_20200826130401516,356,20200826130401516,20201005,H,2,uncrop,1,20200826130359561,20200826130359561_2_1_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
356_20200826130404323,356,20200826130404323,20201005,H,2,uncrop,2,20200826130359561,20200826130359561_2_2_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,6
356_20200826130405754,356,20200826130405754,20201005,H,2,uncrop,3,20200826130359561,20200826130359561_2_3_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
356_20200826130407711,356,20200826130407711,20201005,H,2,uncrop,4,20200826130359561,20200826130359561_2_4_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
356_20200826130409915,356,20200826130409915,20201005,H,2,uncrop,5,20200826130359561,20200826130359561_2_5_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,6
356_20200826130411341,356,20200826130411341,20201005,H,2,uncrop,6,20200826130359561,20200826130359561_2_6_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
356_20200826130413006,356,20200826130413006,20201005,H,2,uncrop,7,20200826130359561,20200826130359561_2_7_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
356_20200826130415212,356,20200826130415212,20201005,H,2,uncrop,8,20200826130359561,20200826130359561_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
356_20200826130416640,356,20200826130416640,20201005,H,2,uncrop,9,20200826130359561,20200826130359561_2_9_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,6
356_20200826130418333,356,20200826130418333,20201005,H,2,uncrop,10,20200826130359561,20200826130359561_2_10_uncrop,0,0,0,1,0,0,0,0,0.0,1.0,6
356_20200826130420510,356,20200826130420510,20201005,H,2,uncrop,11,20200826130359561,20200826130359561_2_11_uncrop,0,0,0,1,1,0,1,0,0.0,1.0,6
357_20200826130733245,357,20200826130733245,20201005,H,2,uncrop,0,20200826130733245,20200826130733245_2_0_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130735239,357,20200826130735239,20201005,H,2,uncrop,1,20200826130733245,20200826130733245_2_1_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130738043,357,20200826130738043,20201005,H,2,uncrop,2,20200826130733245,20200826130733245_2_2_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130739439,357,20200826130739439,20201005,H,2,uncrop,3,20200826130733245,20200826130733245_2_3_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
357_20200826130741397,357,20200826130741397,20201005,H,2,uncrop,4,20200826130733245,20200826130733245_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130743600,357,20200826130743600,20201005,H,2,uncrop,5,20200826130733245,20200826130733245_2_5_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
357_20200826130745136,357,20200826130745136,20201005,H,2,uncrop,6,20200826130733245,20200826130733245_2_6_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130746810,357,20200826130746810,20201005,H,2,uncrop,7,20200826130733245,20200826130733245_2_7_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,8
357_20200826130749004,357,20200826130749004,20201005,H,2,uncrop,8,20200826130733245,20200826130733245_2_8_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,8
357_20200826130750441,357,20200826130750441,20201005,H,2,uncrop,9,20200826130733245,20200826130733245_2_9_uncrop,1,0,0,0,0,0,1,0,1.0,1.0,8
357_20200826130752097,357,20200826130752097,20201005,H,2,uncrop,10,20200826130733245,20200826130733245_2_10_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,8
357_20200826130754312,357,20200826130754312,20201005,H,2,uncrop,11,20200826130733245,20200826130733245_2_11_uncrop,0,0,0,0,0,0,1,0,0.0,1.0,8
358_20200826130931252,358,20200826130931252,20201005,H,2,uncrop,0,20200826130931252,20200826130931252_2_0_uncrop,0,0,0,0,1,0,1,0,0.0,1.0,0
358_20200826130933255,358,20200826130933255,20201005,H,2,uncrop,1,20200826130931252,20200826130931252_2_1_uncrop,1,0,0,0,1,0,1,0,1.0,1.0,0
358_20200826130936066,358,20200826130936066,20201005,H,2,uncrop,2,20200826130931252,20200826130931252_2_2_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,0
358_20200826130937505,358,20200826130937505,20201005,H,2,uncrop,3,20200826130931252,20200826130931252_2_3_uncrop,1,0,0,1,0,0,1,0,1.0,1.0,0
358_20200826130939458,358,20200826130939458,20201005,H,2,uncrop,4,20200826130931252,20200826130931252_2_4_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,0
358_20200826130941667,358,20200826130941667,20201005,H,2,uncrop,5,20200826130931252,20200826130931252_2_5_uncrop,0,0,0,1,0,0,1,0,0.0,1.0,0
